t,r,y,u
2.90000000,360.00000000,360.00003052,2.46915865
2.92000000,360.00000000,360.00003052,2.46915865
2.94000000,360.00000000,366.42858887,2.46915865
2.96000000,360.00000000,353.57144165,2.45091701
2.98000000,360.00000000,360.00003052,2.47682238
3.00000000,360.00000000,360.00003052,2.46915865
3.02000000,360.00000000,360.00003052,2.46915865
3.04000000,360.00000000,360.00003052,2.46915865
3.06000000,360.00000000,360.00003052,2.46915865
3.08000000,360.00000000,366.42858887,2.46915865
3.10000000,360.00000000,353.57144165,2.45091701
3.12000000,360.00000000,360.00003052,2.47682238
3.14000000,360.00000000,360.00003052,2.46915865
3.16000000,360.00000000,360.00003052,2.46915865
3.18000000,360.00000000,366.42858887,2.46915865
3.20000000,360.00000000,360.00003052,2.45091701
3.22000000,360.00000000,353.57144165,2.45858049
3.24000000,360.00000000,360.00003052,2.47682238
3.26000000,360.00000000,360.00003052,2.46915865
3.28000000,360.00000000,360.00003052,2.46915865
3.30000000,360.00000000,366.42858887,2.46915865
3.32000000,360.00000000,360.00003052,2.45091701
3.34000000,360.00000000,353.57144165,2.45858049
3.36000000,360.00000000,360.00003052,2.47682238
3.38000000,360.00000000,360.00003052,2.46915865
3.40000000,360.00000000,366.42858887,2.46915865
3.42000000,360.00000000,360.00003052,2.45091701
3.44000000,360.00000000,353.57144165,2.45858049
3.46000000,360.00000000,360.00003052,2.47682238
3.48000000,360.00000000,360.00003052,2.46915865
3.50000000,360.00000000,366.42858887,2.46915865
